food_name,period,ratio
열무김치,2024-06-01,86.43244
열무김치,2024-07-01,65.15704
열무김치,2024-08-01,58.62293
열무김치,2024-09-01,45.43577
열무김치,2024-10-01,39.38979
열무김치,2024-11-01,24.05377
열무김치,2024-12-01,9.94871
열무물김치,2024-01-01,1.67981
열무물김치,2024-02-01,4.68485
열무물김치,2024-03-01,20.4383
열무물김치,2024-04-01,45.08006
열무물김치,2024-05-01,30.20074
열무물김치,2024-06-01,22.01487
열무물김치,2024-07-01,13.79759
열무물김치,2024-08-01,11.15948
열무물김치,2024-09-01,7.38804
열무물김치,2024-10-01,5.22908
열무물김치,2024-11-01,5.0529
열무물김치,2024-12-01,2.03103
열무얼갈이김치,2024-01-01,0.39498
열무얼갈이김치,2024-02-01,1.56311
열무얼갈이김치,2024-03-01,9.62779
열무얼갈이김치,2024-04-01,11.03829
열무얼갈이김치,2024-05-01,12.83144
열무얼갈이김치,2024-06-01,8.55392
열무얼갈이김치,2024-07-01,5.18756
열무얼갈이김치,2024-08-01,4.1294
열무얼갈이김치,2024-09-01,3.22946
열무얼갈이김치,2024-10-01,1.69776
열무얼갈이김치,2024-11-01,1.02786
열무얼갈이김치,2024-12-01,0.29287
오이소박이,2024-01-01,7.10783
오이소박이,2024-02-01,9.77457
오이소박이,2024-03-01,24.94021
오이소박이,2024-04-01,83.19438
오이소박이,2024-05-01,100.0
오이소박이,2024-06-01,76.73266
오이소박이,2024-07-01,37.91684
오이소박이,2024-08-01,22.05846
오이소박이,2024-09-01,15.97904
오이소박이,2024-10-01,13.55802
오이소박이,2024-11-01,7.04146
오이소박이,2024-12-01,4.85794
오이소박이,2024-01-01,7.10783
오이소박이,2024-02-01,9.77457
오이소박이,2024-03-01,24.94021
오이소박이,2024-04-01,83.19438
오이소박이,2024-05-01,100.0
오이소박이,2024-06-01,76.73266
오이소박이,2024-07-01,37.91684
오이소박이,2024-08-01,22.05846
오이소박이,2024-09-01,15.97904
오이소박이,2024-10-01,13.55802
오이소박이,2024-11-01,7.04146
오이소박이,2024-12-01,4.85794
유채김치,2024-01-01,0.18319
유채김치,2024-02-01,0.52819
유채김치,2024-03-01,1.82316
유채김치,2024-04-01,0.75142
유채김치,2024-05-01,0.22542
유채김치,2024-06-01,0.03729
유채김치,2024-07-01,0.01151
유채김치,2024-08-01,0.00932
유채김치,2024-09-01,0.034
유채김치,2024-10-01,0.18483
유채김치,2024-11-01,0.18867
유채김치,2024-12-01,0.15796
유채물김치,2024-01-01,0.00274
유채물김치,2024-03-01,0.12889
유채물김치,2024-04-01,0.05759
유채물김치,2024-05-01,0.00329
유채물김치,2024-10-01,0.00274
총각김치,2024-01-01,8.55199
총각김치,2024-02-01,8.09071
총각김치,2024-03-01,9.51733
총각김치,2024-04-01,9.5261
총각김치,2024-05-01,9.87878
총각김치,2024-06-01,9.16136
총각김치,2024-07-01,9.73946
총각김치,2024-08-01,11.34324
총각김치,2024-09-01,12.79124
총각김치,2024-10-01,18.07371
총각김치,2024-11-01,25.51173
총각김치,2024-12-01,8.93429
파김치,2024-01-01,36.49535
파김치,2024-02-01,61.49827
파김치,2024-03-01,100.0
파김치,2024-04-01,83.75211
파김치,2024-05-01,53.61874
파김치,2024-06-01,38.24198
파김치,2024-07-01,48.1308
파김치,2024-08-01,51.2972
파김치,2024-09-01,64.99445
파김치,2024-10-01,92.32475
파김치,2024-11-01,90.07179
파김치,2024-12-01,67.97846
물만두,2024-01-01,10.37617
물만두,2024-02-01,8.50697
물만두,2024-03-01,8.46611
물만두,2024-04-01,8.02252
물만두,2024-05-01,8.03858
물만두,2024-06-01,7.80219
물만두,2024-07-01,8.61203
물만두,2024-08-01,8.92867
물만두,2024-09-01,7.31337
물만두,2024-10-01,8.16115
물만두,2024-11-01,7.98896
물만두,2024-12-01,8.59598
밴댕이무침,2024-01-01,0.24514
밴댕이무침,2024-02-01,0.22617
밴댕이무침,2024-03-01,0.4465
밴댕이무침,2024-04-01,0.39981
밴댕이무침,2024-05-01,0.64057
밴댕이무침,2024-06-01,0.71207
밴댕이무침,2024-07-01,0.42461
밴댕이무침,2024-08-01,0.41002
밴댕이무침,2024-09-01,0.43045
밴댕이무침,2024-10-01,0.57491
밴댕이무침,2024-11-01,0.41586
밴댕이무침,2024-12-01,0.60701
상추 겉절이,2024-01-01,19.10118
상추 겉절이,2024-02-01,20.98513
상추 겉절이,2024-03-01,27.3065
상추 겉절이,2024-04-01,42.39849
상추 겉절이,2024-05-01,100.0
상추 겉절이,2024-06-01,94.08532
상추 겉절이,2024-07-01,37.43202
상추 겉절이,2024-08-01,19.59284
상추 겉절이,2024-09-01,16.01413
상추 겉절이,2024-10-01,17.42341
상추 겉절이,2024-11-01,21.88916
상추 겉절이,2024-12-01,20.10716
쑥갓나물무침,2024-01-01,0.26848
쑥갓나물무침,2024-02-01,0.38064
쑥갓나물무침,2024-03-01,0.44861
쑥갓나물무침,2024-04-01,0.72616
쑥갓나물무침,2024-05-01,1.62225
쑥갓나물무침,2024-06-01,1.2586
쑥갓나물무침,2024-07-01,0.32966
쑥갓나물무침,2024-08-01,0.06344
쑥갓나물무침,2024-09-01,0.03058
쑥갓나물무침,2024-10-01,0.43162
쑥갓나물무침,2024-11-01,0.56982
쑥갓나물무침,2024-12-01,0.37497
오이생채,2024-01-01,1.24662
오이생채,2024-02-01,1.12812
오이생채,2024-03-01,2.31312
오이생채,2024-04-01,3.48864
오이생채,2024-05-01,4.59781
오이생채,2024-06-01,5.73067
오이생채,2024-07-01,10.4849
오이생채,2024-08-01,5.03389
오이생채,2024-09-01,3.14262
오이생채,2024-10-01,2.37948
오이생채,2024-11-01,1.64478
오이생채,2024-12-01,1.33194
탕평채,2024-01-01,55.35384
탕평채,2024-02-01,47.6845
탕평채,2024-03-01,77.04412
탕평채,2024-04-01,74.4703
탕평채,2024-05-01,72.73072
탕평채,2024-06-01,71.00061
탕평채,2024-07-01,60.18865
탕평채,2024-08-01,58.79508
탕평채,2024-09-01,71.93913
탕평채,2024-10-01,73.5697
탕평채,2024-11-01,69.80139
탕평채,2024-12-01,57.59112
파무침,2024-01-01,15.12063
파무침,2024-02-01,15.71313
파무침,2024-03-01,26.69099
파무침,2024-04-01,22.26856
파무침,2024-05-01,16.86969
파무침,2024-06-01,15.03531
파무침,2024-07-01,12.58472
파무침,2024-08-01,13.80765
파무침,2024-09-01,14.55657
파무침,2024-10-01,16.65639
파무침,2024-11-01,14.74617
파무침,2024-12-01,10.92572
홍어무침,2024-01-01,44.90211
홍어무침,2024-02-01,100.0
홍어무침,2024-03-01,56.62416
홍어무침,2024-04-01,39.81134
홍어무침,2024-05-01,35.61643
홍어무침,2024-06-01,33.57349
홍어무침,2024-07-01,30.81954
홍어무침,2024-08-01,34.30819
홍어무침,2024-09-01,89.21173
홍어무침,2024-10-01,43.11039
홍어무침,2024-11-01,37.6499
홍어무침,2024-12-01,38.22818
갓김치,2024-01-01,35.01405
갓김치,2024-02-01,36.9608
갓김치,2024-03-01,50.1567
갓김치,2024-04-01,44.99176
갓김치,2024-05-01,45.69776
갓김치,2024-06-01,37.31461
갓김치,2024-07-01,36.92203
갓김치,2024-08-01,36.21118
갓김치,2024-09-01,42.54257
갓김치,2024-10-01,70.31891
갓김치,2024-11-01,100.0
갓김치,2024-12-01,58.88235
고들빼기김치,2024-01-01,9.08106
고들빼기김치,2024-02-01,9.16184
고들빼기김치,2024-03-01,15.81149
고들빼기김치,2024-04-01,18.62257
고들빼기김치,2024-05-01,10.61746
고들빼기김치,2024-06-01,13.29929
고들빼기김치,2024-07-01,14.31387
고들빼기김치,2024-08-01,15.17981
고들빼기김치,2024-09-01,15.53038
고들빼기김치,2024-10-01,22.35774
고들빼기김치,2024-11-01,46.02248
고들빼기김치,2024-12-01,14.43503
고들빼기김치,2024-01-01,9.08106
고들빼기김치,2024-02-01,9.16184
고들빼기김치,2024-03-01,15.81149
고들빼기김치,2024-04-01,18.62257
고들빼기김치,2024-05-01,10.61746
고들빼기김치,2024-06-01,13.29929
고들빼기김치,2024-07-01,14.31387
고들빼기김치,2024-08-01,15.17981
고들빼기김치,2024-09-01,15.53038
고들빼기김치,2024-10-01,22.35774
고들빼기김치,2024-11-01,46.02248
고들빼기김치,2024-12-01,14.43503
깍두기,2024-01-01,31.93479
깍두기,2024-02-01,30.64073
깍두기,2024-03-01,35.26123
깍두기,2024-04-01,31.76839
깍두기,2024-05-01,27.72302
깍두기,2024-06-01,27.93789
깍두기,2024-07-01,29.71986
깍두기,2024-08-01,28.26747
깍두기,2024-09-01,34.53746
깍두기,2024-10-01,51.51216
깍두기,2024-11-01,53.48314
깍두기,2024-12-01,34.06733
깻잎김치,2024-01-01,17.94897
깻잎김치,2024-02-01,21.81225
깻잎김치,2024-03-01,32.51522
깻잎김치,2024-04-01,41.79288
깻잎김치,2024-05-01,49.98364
깻잎김치,2024-06-01,76.57374
깻잎김치,2024-07-01,100.0
깻잎김치,2024-08-01,92.59296
깻잎김치,2024-09-01,44.75293
깻잎김치,2024-10-01,32.31897
깻잎김치,2024-11-01,29.10984
깻잎김치,2024-12-01,17.32752
미나리나물,2024-01-01,1.50706
미나리나물,2024-02-01,2.72606
미나리나물,2024-03-01,6.07105
미나리나물,2024-04-01,7.19569
미나리나물,2024-05-01,4.38786
미나리나물,2024-06-01,2.19896
미나리나물,2024-07-01,0.98626
미나리나물,2024-08-01,0.90449
미나리나물,2024-09-01,1.02526
미나리나물,2024-10-01,1.14854
미나리나물,2024-11-01,0.93468
미나리나물,2024-12-01,0.79253
세발나물무침,2024-01-01,33.70653
세발나물무침,2024-02-01,31.08237
세발나물무침,2024-03-01,74.49177
세발나물무침,2024-04-01,57.83726
세발나물무침,2024-05-01,10.64887
세발나물무침,2024-06-01,0.3623
세발나물무침,2024-07-01,0.20379
세발나물무침,2024-08-01,0.20756
세발나물무침,2024-09-01,0.26291
세발나물무침,2024-10-01,2.599
세발나물무침,2024-11-01,17.01303
세발나물무침,2024-12-01,30.31625
우거지나물무침,2024-02-01,0.00628
취나물무침,2024-01-01,16.21549
취나물무침,2024-02-01,33.03037
취나물무침,2024-03-01,58.39717
취나물무침,2024-04-01,100.0
취나물무침,2024-05-01,61.71038
취나물무침,2024-06-01,24.13215
취나물무침,2024-07-01,16.1736
취나물무침,2024-08-01,14.87824
취나물무침,2024-09-01,19.72878
취나물무침,2024-10-01,21.43712
취나물무침,2024-11-01,16.54382
취나물무침,2024-12-01,11.51458
골뱅이무침,2024-01-01,43.4642
골뱅이무침,2024-02-01,42.32275
골뱅이무침,2024-03-01,45.33756
골뱅이무침,2024-04-01,46.34734
골뱅이무침,2024-05-01,51.20301
골뱅이무침,2024-06-01,50.33944
골뱅이무침,2024-07-01,48.26943
골뱅이무침,2024-08-01,49.47587
골뱅이무침,2024-09-01,42.0842
골뱅이무침,2024-10-01,40.14415
골뱅이무침,2024-11-01,34.6874
골뱅이무침,2024-12-01,34.59249
노각무침,2024-01-01,0.53695
노각무침,2024-02-01,0.4429
노각무침,2024-03-01,0.68059
노각무침,2024-04-01,1.79298
노각무침,2024-05-01,13.20838
노각무침,2024-06-01,38.26396
노각무침,2024-07-01,89.59181
노각무침,2024-08-01,95.67786
노각무침,2024-09-01,33.57245
노각무침,2024-10-01,6.44601
노각무침,2024-11-01,1.35606
노각무침,2024-12-01,0.57628
단무지무침,2024-01-01,29.19388
단무지무침,2024-02-01,22.71367
단무지무침,2024-03-01,28.456
단무지무침,2024-04-01,23.70635
단무지무침,2024-05-01,22.28273
단무지무침,2024-06-01,21.33708
단무지무침,2024-07-01,23.41991
단무지무침,2024-08-01,25.97643
단무지무침,2024-09-01,23.0095
단무지무침,2024-10-01,26.82205
단무지무침,2024-11-01,19.99127
단무지무침,2024-12-01,17.92126
달래무침,2024-01-01,26.49234
달래무침,2024-02-01,32.1226
달래무침,2024-03-01,100.0
달래무침,2024-04-01,69.92954
달래무침,2024-05-01,4.32208
달래무침,2024-06-01,0.40926
달래무침,2024-07-01,0.30109
달래무침,2024-08-01,0.50426
달래무침,2024-09-01,1.71743
달래무침,2024-10-01,8.22176
달래무침,2024-11-01,13.14166
달래무침,2024-12-01,15.30051
더덕무침,2024-01-01,12.34506
더덕무침,2024-02-01,18.25888
더덕무침,2024-03-01,12.42399
더덕무침,2024-04-01,12.59939
더덕무침,2024-05-01,8.61348
더덕무침,2024-06-01,5.24877
더덕무침,2024-07-01,4.7445
더덕무침,2024-08-01,6.49555
더덕무침,2024-09-01,26.7759
더덕무침,2024-10-01,12.47807
더덕무침,2024-11-01,9.82372
더덕무침,2024-12-01,7.56694
도라지생채,2024-01-01,0.33617
도라지생채,2024-02-01,0.65774
도라지생채,2024-03-01,0.56273
도라지생채,2024-04-01,0.46772
도라지생채,2024-05-01,0.39464
도라지생채,2024-06-01,0.35956
도라지생채,2024-07-01,0.2894
도라지생채,2024-08-01,0.25432
도라지생채,2024-09-01,0.68112
도라지생채,2024-10-01,0.5525
도라지생채,2024-11-01,0.35956
도라지생채,2024-12-01,0.30256
무말랭이무침,2024-01-01,46.68644
무말랭이무침,2024-02-01,44.56998
무말랭이무침,2024-03-01,42.66399
무말랭이무침,2024-04-01,27.7742
무말랭이무침,2024-05-01,17.44767
무말랭이무침,2024-06-01,12.22667
무말랭이무침,2024-07-01,11.50023
무말랭이무침,2024-08-01,12.82448
무말랭이무침,2024-09-01,11.91534
무말랭이무침,2024-10-01,14.34167
무말랭이무침,2024-11-01,38.72339
무말랭이무침,2024-12-01,43.11418
무말랭이무침,2024-01-01,46.68644
무말랭이무침,2024-02-01,44.56998
무말랭이무침,2024-03-01,42.66399
무말랭이무침,2024-04-01,27.7742
무말랭이무침,2024-05-01,17.44767
무말랭이무침,2024-06-01,12.22667
무말랭이무침,2024-07-01,11.50023
무말랭이무침,2024-08-01,12.82448
무말랭이무침,2024-09-01,11.91534
무말랭이무침,2024-10-01,14.34167
무말랭이무침,2024-11-01,38.72339
무말랭이무침,2024-12-01,43.11418
물회,2024-01-01,15.022
물회,2024-02-01,16.79676
물회,2024-03-01,20.1804
물회,2024-04-01,31.13358
물회,2024-05-01,45.41186
물회,2024-06-01,77.84101
물회,2024-07-01,85.25336
물회,2024-08-01,100.0
물회,2024-09-01,40.12988
물회,2024-10-01,17.97306
물회,2024-11-01,12.57616
물회,2024-12-01,12.03516
미역초무침,2024-01-01,18.44359
미역초무침,2024-02-01,12.1696
미역초무침,2024-03-01,14.44957
미역초무침,2024-04-01,13.06619
미역초무침,2024-05-01,14.16769
미역초무침,2024-06-01,15.12066
미역초무침,2024-07-01,15.03284
미역초무침,2024-08-01,16.71762
미역초무침,2024-09-01,11.30987
미역초무침,2024-10-01,11.21555
미역초무침,2024-11-01,9.22071
미역초무침,2024-12-01,13.35566
배추 겉절이,2024-01-01,42.46092
배추 겉절이,2024-02-01,47.99058
배추 겉절이,2024-03-01,44.97368
배추 겉절이,2024-04-01,33.7911
배추 겉절이,2024-05-01,49.99446
배추 겉절이,2024-06-01,60.45956
배추 겉절이,2024-07-01,56.24476
배추 겉절이,2024-08-01,56.81685
배추 겉절이,2024-09-01,54.8335
배추 겉절이,2024-10-01,54.8098
배추 겉절이,2024-11-01,100.0
배추 겉절이,2024-12-01,40.08249
라조기,2024-01-01,23.86017
라조기,2024-02-01,23.01626
라조기,2024-03-01,23.62469
라조기,2024-04-01,22.00325
라조기,2024-05-01,24.23313
라조기,2024-06-01,22.83452
라조기,2024-07-01,21.34424
라조기,2024-08-01,21.90527
라조기,2024-09-01,19.63114
라조기,2024-10-01,25.273
라조기,2024-11-01,22.90879
라조기,2024-12-01,23.61679
멘보샤,2024-01-01,30.13891
멘보샤,2024-02-01,17.05042
멘보샤,2024-03-01,17.21952
멘보샤,2024-04-01,16.97299
멘보샤,2024-05-01,15.94734
멘보샤,2024-06-01,21.08032
멘보샤,2024-07-01,16.88607
멘보샤,2024-08-01,16.35191
멘보샤,2024-09-01,17.20372
멘보샤,2024-10-01,19.20128
멘보샤,2024-11-01,16.03584
멘보샤,2024-12-01,17.44077
미꾸라지튀김,2024-01-01,1.05093
미꾸라지튀김,2024-02-01,0.78227
미꾸라지튀김,2024-03-01,0.88341
미꾸라지튀김,2024-04-01,0.78069
미꾸라지튀김,2024-05-01,1.00984
미꾸라지튀김,2024-06-01,1.11572
미꾸라지튀김,2024-07-01,1.67991
미꾸라지튀김,2024-08-01,1.50449
미꾸라지튀김,2024-09-01,1.1173
미꾸라지튀김,2024-10-01,0.86761
미꾸라지튀김,2024-11-01,0.74434
미꾸라지튀김,2024-12-01,0.71589
복어튀김,2024-01-01,0.48042
복어튀김,2024-02-01,0.42037
복어튀김,2024-03-01,0.52151
복어튀김,2024-04-01,0.38402
복어튀김,2024-05-01,0.39666
복어튀김,2024-06-01,0.43143
복어튀김,2024-07-01,0.55628
복어튀김,2024-08-01,0.48516
복어튀김,2024-09-01,0.40931
복어튀김,2024-10-01,0.45514
복어튀김,2024-11-01,0.46936
복어튀김,2024-12-01,0.46778
생선까스,2024-01-01,97.45105
생선까스,2024-02-01,70.93953
생선까스,2024-03-01,84.23839
생선까스,2024-04-01,83.9798
생선까스,2024-05-01,89.54562
생선까스,2024-06-01,82.25587
생선까스,2024-07-01,76.71469
생선까스,2024-08-01,81.86183
생선까스,2024-09-01,71.43208
생선까스,2024-10-01,100.0
생선까스,2024-11-01,83.37643
생선까스,2024-12-01,73.30378
양파링튀김,2024-01-01,2.74596
양파링튀김,2024-02-01,1.9702
양파링튀김,2024-03-01,1.94557
양파링튀김,2024-04-01,2.30267
양파링튀김,2024-05-01,2.35192
양파링튀김,2024-06-01,3.57098
양파링튀김,2024-07-01,3.9404
양파링튀김,2024-08-01,2.9553
양파링튀김,2024-09-01,2.21647
양파링튀김,2024-10-01,2.63514
양파링튀김,2024-11-01,2.33961
양파링튀김,2024-12-01,2.14259
쥐포튀김,2024-01-01,39.76111
쥐포튀김,2024-02-01,77.24418
쥐포튀김,2024-03-01,34.45388
쥐포튀김,2024-04-01,30.23026
쥐포튀김,2024-05-01,26.24061
쥐포튀김,2024-06-01,25.60029
쥐포튀김,2024-07-01,24.77527
쥐포튀김,2024-08-01,29.49144
쥐포튀김,2024-09-01,78.85728
쥐포튀김,2024-10-01,29.42987
쥐포튀김,2024-11-01,25.93276
쥐포튀김,2024-12-01,25.10774
치즈볼,2024-01-01,89.02844
치즈볼,2024-02-01,84.16451
치즈볼,2024-03-01,87.03361
치즈볼,2024-04-01,75.17547
치즈볼,2024-05-01,81.99729
치즈볼,2024-06-01,75.72958
치즈볼,2024-07-01,79.92858
치즈볼,2024-08-01,80.38418
치즈볼,2024-09-01,72.71272
치즈볼,2024-10-01,76.87476
치즈볼,2024-11-01,68.37827
치즈볼,2024-12-01,73.84558
치즈스틱,2024-01-01,46.57783
치즈스틱,2024-02-01,40.13056
치즈스틱,2024-03-01,44.83478
치즈스틱,2024-04-01,37.08863
치즈스틱,2024-05-01,36.20028
치즈스틱,2024-06-01,35.20425
치즈스틱,2024-07-01,40.30553
치즈스틱,2024-08-01,37.62702
치즈스틱,2024-09-01,33.09105
치즈스틱,2024-10-01,36.13971
치즈스틱,2024-11-01,34.53799
치즈스틱,2024-12-01,34.90813
치즈스틱,2024-01-01,46.57783
치즈스틱,2024-02-01,40.13056
치즈스틱,2024-03-01,44.83478
치즈스틱,2024-04-01,37.08863
치즈스틱,2024-05-01,36.20028
치즈스틱,2024-06-01,35.20425
치즈스틱,2024-07-01,40.30553
치즈스틱,2024-08-01,37.62702
치즈스틱,2024-09-01,33.09105
치즈스틱,2024-10-01,36.13971
치즈스틱,2024-11-01,34.53799
치즈스틱,2024-12-01,34.90813
치킨가스,2024-01-01,4.48886
치킨가스,2024-02-01,3.24382
치킨가스,2024-03-01,4.09852
치킨가스,2024-04-01,3.49283
치킨가스,2024-05-01,3.56013
치킨가스,2024-06-01,4.23312
치킨가스,2024-07-01,4.63019
치킨가스,2024-08-01,4.04468
치킨가스,2024-09-01,3.56686
치킨가스,2024-10-01,4.1389
치킨가스,2024-11-01,3.87643
치킨가스,2024-12-01,3.42553
난자완스,2024-01-01,100.0
난자완스,2024-02-01,61.22888
난자완스,2024-03-01,59.008
난자완스,2024-04-01,77.95275
난자완스,2024-05-01,67.07719
난자완스,2024-06-01,55.23924
난자완스,2024-07-01,70.00471
난자완스,2024-08-01,66.22249
난자완스,2024-09-01,92.33461
난자완스,2024-10-01,73.16104
난자완스,2024-11-01,89.06386
난자완스,2024-12-01,64.82266
고구마줄기나물,2024-01-01,0.7475
고구마줄기나물,2024-02-01,12.26593
고구마줄기나물,2024-03-01,2.54832
고구마줄기나물,2024-04-01,1.30625
고구마줄기나물,2024-05-01,1.77438
고구마줄기나물,2024-06-01,1.99335
고구마줄기나물,2024-07-01,2.81259
고구마줄기나물,2024-08-01,3.12216
고구마줄기나물,2024-09-01,3.46949
고구마줄기나물,2024-10-01,2.44261
고구마줄기나물,2024-11-01,0.3511
고구마줄기나물,2024-12-01,0.08305
깻잎나물,2024-01-01,8.66052
깻잎나물,2024-02-01,11.74116
깻잎나물,2024-03-01,19.05768
깻잎나물,2024-04-01,19.72968
깻잎나물,2024-05-01,37.70764
깻잎나물,2024-06-01,55.93853
깻잎나물,2024-07-01,66.27151
깻잎나물,2024-08-01,100.0
깻잎나물,2024-09-01,54.66626
깻잎나물,2024-10-01,34.66852
깻잎나물,2024-11-01,16.94352
깻잎나물,2024-12-01,9.34007
깻잎나물볶음,2024-01-01,1.60072
깻잎나물볶음,2024-02-01,1.95937
깻잎나물볶음,2024-03-01,2.14059
깻잎나물볶음,2024-04-01,3.38643
깻잎나물볶음,2024-05-01,5.72334
깻잎나물볶음,2024-06-01,9.15131
깻잎나물볶음,2024-07-01,13.68166
깻잎나물볶음,2024-08-01,15.8147
깻잎나물볶음,2024-09-01,8.62277
깻잎나물볶음,2024-10-01,5.09664
깻잎나물볶음,2024-11-01,3.05798
깻잎나물볶음,2024-12-01,1.7102
머위나물무침,2024-01-01,0.0604
머위나물무침,2024-02-01,1.77061
머위나물무침,2024-03-01,38.15312
머위나물무침,2024-04-01,77.86922
머위나물무침,2024-05-01,16.58486
머위나물무침,2024-06-01,2.99003
머위나물무침,2024-07-01,1.48369
머위나물무침,2024-08-01,0.67955
머위나물무침,2024-09-01,0.77393
머위나물무침,2024-10-01,2.11416
머위나물무침,2024-11-01,2.60117
머위나물무침,2024-12-01,0.83811
물냉면,2024-01-01,7.27121
물냉면,2024-02-01,8.27544
물냉면,2024-03-01,11.35986
물냉면,2024-04-01,19.30308
물냉면,2024-05-01,30.39112
물냉면,2024-06-01,38.2626
물냉면,2024-07-01,31.94654
물냉면,2024-08-01,27.95983
물냉면,2024-09-01,12.93038
물냉면,2024-10-01,7.02204
물냉면,2024-11-01,5.77242
물냉면,2024-12-01,5.88945
김말이튀김,2024-01-01,95.1749
김말이튀김,2024-02-01,87.81664
김말이튀김,2024-03-01,100.0
김말이튀김,2024-04-01,62.07478
김말이튀김,2024-05-01,72.30398
김말이튀김,2024-06-01,55.24728
김말이튀김,2024-07-01,66.53799
김말이튀김,2024-08-01,68.37153
김말이튀김,2024-09-01,71.77322
김말이튀김,2024-10-01,65.30759
김말이튀김,2024-11-01,58.7696
김말이튀김,2024-12-01,60.53075
김말이튀김,2024-01-01,95.1749
김말이튀김,2024-02-01,87.81664
김말이튀김,2024-03-01,100.0
김말이튀김,2024-04-01,62.07478
김말이튀김,2024-05-01,72.30398
김말이튀김,2024-06-01,55.24728
김말이튀김,2024-07-01,66.53799
김말이튀김,2024-08-01,68.37153
김말이튀김,2024-09-01,71.77322
김말이튀김,2024-10-01,65.30759
김말이튀김,2024-11-01,58.7696
김말이튀김,2024-12-01,60.53075
깐풍새우,2024-01-01,99.01085
깐풍새우,2024-02-01,96.98431
깐풍새우,2024-03-01,89.62605
깐풍새우,2024-04-01,68.4439
깐풍새우,2024-05-01,85.93486
깐풍새우,2024-06-01,70.97708
깐풍새우,2024-07-01,75.53679
깐풍새우,2024-08-01,81.93003
깐풍새우,2024-09-01,87.43063
깐풍새우,2024-10-01,90.66344
깐풍새우,2024-11-01,72.0386
깐풍새우,2024-12-01,84.58383
닭모래집튀김,2024-01-01,1.13389
닭모래집튀김,2024-02-01,0.62726
닭모래집튀김,2024-03-01,0.4825
닭모래집튀김,2024-04-01,0.33775
닭모래집튀김,2024-05-01,0.50663
닭모래집튀김,2024-06-01,1.10977
닭모래집튀김,2024-07-01,1.13389
닭모래집튀김,2024-08-01,1.01326
닭모래집튀김,2024-09-01,0.96501
닭모래집튀김,2024-10-01,0.36188
닭모래집튀김,2024-11-01,0.26537
닭모래집튀김,2024-12-01,0.45838
닭튀김,2024-01-01,60.41013
닭튀김,2024-02-01,44.3667
닭튀김,2024-03-01,58.72135
닭튀김,2024-04-01,49.07117
닭튀김,2024-05-01,50.49457
닭튀김,2024-06-01,48.41978
닭튀김,2024-07-01,46.77925
닭튀김,2024-08-01,53.38962
닭튀김,2024-09-01,43.76357
닭튀김,2024-10-01,51.79734
닭튀김,2024-11-01,33.26899
닭튀김,2024-12-01,29.11942
돈가스,2024-01-01,100.0
돈가스,2024-02-01,89.87626
돈가스,2024-03-01,98.76451
돈가스,2024-04-01,93.10108
돈가스,2024-05-01,88.77022
돈가스,2024-06-01,85.71863
돈가스,2024-07-01,93.54844
돈가스,2024-08-01,91.69807
돈가스,2024-09-01,85.31886
돈가스,2024-10-01,83.80544
돈가스,2024-11-01,72.57186
돈가스,2024-12-01,77.94403
모밀국수,2024-01-01,19.18976
모밀국수,2024-02-01,22.03624
모밀국수,2024-03-01,38.77398
모밀국수,2024-04-01,52.1855
모밀국수,2024-05-01,66.49253
모밀국수,2024-06-01,100.0
모밀국수,2024-07-01,84.79744
모밀국수,2024-08-01,81.92963
모밀국수,2024-09-01,33.07036
모밀국수,2024-10-01,19.26439
모밀국수,2024-11-01,14.12579
모밀국수,2024-12-01,13.01705
주꾸미삼겹살,2024-01-01,2.44136
주꾸미삼겹살,2024-02-01,2.10021
주꾸미삼겹살,2024-03-01,5.28784
주꾸미삼겹살,2024-04-01,6.87633
주꾸미삼겹살,2024-05-01,4.59488
주꾸미삼겹살,2024-06-01,2.71855
주꾸미삼겹살,2024-07-01,2.64392
주꾸미삼겹살,2024-08-01,2.63326
주꾸미삼겹살,2024-09-01,3.59275
주꾸미삼겹살,2024-10-01,3.97654
주꾸미삼겹살,2024-11-01,2.64392
주꾸미삼겹살,2024-12-01,2.19616
해물볶음,2024-01-01,2.77482
해물볶음,2024-02-01,2.4079
해물볶음,2024-03-01,2.41624
해물볶음,2024-04-01,2.15356
해물볶음,2024-05-01,2.22653
해물볶음,2024-06-01,2.27031
해물볶음,2024-07-01,2.62263
해물볶음,2024-08-01,2.70811
해물볶음,2024-09-01,3.13131
해물볶음,2024-10-01,2.61221
해물볶음,2024-11-01,2.1619
해물볶음,2024-12-01,2.37037
가자미조림,2024-01-01,52.21714
가자미조림,2024-02-01,43.83221
가자미조림,2024-03-01,60.33314
가자미조림,2024-04-01,48.48541
가자미조림,2024-05-01,41.73077
가자미조림,2024-06-01,41.05739
가자미조림,2024-07-01,37.13594
가자미조림,2024-08-01,47.97047
가자미조림,2024-09-01,34.1589
가자미조림,2024-10-01,39.25615
가자미조림,2024-11-01,34.65924
가자미조림,2024-12-01,37.78431
고등어조림,2024-01-01,95.48648
고등어조림,2024-02-01,69.70834
고등어조림,2024-03-01,82.10644
고등어조림,2024-04-01,72.44563
고등어조림,2024-05-01,63.87516
고등어조림,2024-06-01,72.48108
고등어조림,2024-07-01,76.24408
고등어조림,2024-08-01,80.99943
고등어조림,2024-09-01,79.8132
고등어조림,2024-10-01,100.0
고등어조림,2024-11-01,80.01334
고등어조림,2024-12-01,73.15237
